,ambient_light,current_datetime,humidity,pressure,temperature,time_index,timestamp
0,376.64,24_07_2020-23:02:35,12.089,100.920570312,43.313,0,1595631755
1,183.36,24_07_2020-23:02:36,12.997,101.002335937,43.134,1,1595631756
2,97.28,24_07_2020-23:02:37,13.423,101.037785156,43.036,2,1595631757
3,82.56,24_07_2020-23:02:38,12.094,101.037453125,44.141,3,1595631758
4,114.4,24_07_2020-23:02:39,11.039,101.007300781,46.923,4,1595631759
5,126.0,24_07_2020-23:02:40,10.595,101.029871093,46.936,5,1595631760
6,96.32,24_07_2020-23:02:42,7.637,101.034820312,48.489,6,1595631762
7,180.32,24_07_2020-23:02:43,9.579,101.016132812,48.703,7,1595631763
8,129.12,24_07_2020-23:02:44,9.486,101.009867187,49.35,8,1595631764
9,89.6,24_07_2020-23:02:45,7.382,101.032007812,49.866,9,1595631765
10,90.16,24_07_2020-23:02:46,7.362,101.026144531,49.839,10,1595631766
11,134.16,24_07_2020-23:02:47,6.454,101.0210625,50.662,11,1595631767
12,78.36,24_07_2020-23:02:49,5.006,101.027136718,51.203,12,1595631769
13,96.64,24_07_2020-23:02:50,5.068,101.000191406,51.739,13,1595631770
14,100.04,24_07_2020-23:02:51,6.794,101.016339843,51.369,14,1595631771
15,72.08,24_07_2020-23:02:52,5.917,101.030445312,50.737,15,1595631772
16,64.16,24_07_2020-23:02:53,4.655,101.049804687,50.972,16,1595631773
17,50.28,24_07_2020-23:02:54,4.684,101.059042968,51.644,17,1595631774
18,68.48,24_07_2020-23:02:55,7.728,101.048753906,51.596,18,1595631775
19,65.0,24_07_2020-23:02:57,5.74,101.062371093,52.132,19,1595631777
20,64.8,24_07_2020-23:02:58,5.247,101.060171875,52.11,20,1595631778
21,61.12,24_07_2020-23:02:59,6.707,101.065402343,52.112,21,1595631779
22,631.36,24_07_2020-23:03:01,6.962,100.916863281,52.301,22,1595631781
23,631.36,24_07_2020-23:03:02,6.9,100.916835937,52.52,23,1595631782
24,631.68,24_07_2020-23:03:03,8.345,100.91815625,50.171,24,1595631783
25,632.0,24_07_2020-23:03:05,8.135,100.917597656,50.027,25,1595631785
26,632.32,24_07_2020-23:03:06,9.251,100.919191406,49.698,26,1595631786
27,632.32,24_07_2020-23:03:07,8.285,100.919125,49.061,27,1595631787
28,632.32,24_07_2020-23:03:08,9.62,100.921039062,49.174,28,1595631788
29,632.0,24_07_2020-23:03:09,8.123,100.920230468,48.346,29,1595631789
30,632.32,24_07_2020-23:03:10,9.263,100.922328125,48.409,30,1595631790
31,632.32,24_07_2020-23:03:11,8.871,100.917820312,48.26,31,1595631791
32,632.32,24_07_2020-23:03:13,8.793,100.916496093,47.658,32,1595631793
33,632.0,24_07_2020-23:03:14,9.307,100.916570312,47.278,33,1595631794
34,632.32,24_07_2020-23:03:15,9.706,100.920894531,47.034,34,1595631795
35,632.32,24_07_2020-23:03:16,10.226,100.919925781,46.659,35,1595631796
36,632.32,24_07_2020-23:03:17,10.188,100.925851562,46.289,36,1595631797
37,632.32,24_07_2020-23:03:18,12.512,100.923308593,45.893,37,1595631798
38,632.64,24_07_2020-23:03:19,9.877,100.923910156,45.659,38,1595631799
39,632.32,24_07_2020-23:03:21,11.199,100.920042968,45.43,39,1595631801
