,ambient_light,current_datetime,humidity,pressure,temperature,time_index,timestamp
0,1209.6,28_07_2020-00:35:20,26.972,100.836480468,36.555,0,1595896520
1,1212.16,28_07_2020-00:35:22,26.568,100.835714843,36.543,1,1595896522
2,1212.8,28_07_2020-00:35:23,26.252,100.836269531,36.535,2,1595896523
3,1212.8,28_07_2020-00:35:24,27.023,100.834492187,36.573,3,1595896524
4,1212.16,28_07_2020-00:35:25,26.976,100.832007812,36.611,4,1595896525
5,1212.16,28_07_2020-00:35:26,25.83,100.83509375,36.573,5,1595896526
6,1212.8,28_07_2020-00:35:27,26.261,100.833,36.57,6,1595896527
7,1212.16,28_07_2020-00:35:29,26.132,100.834101562,36.628,7,1595896529
8,1212.16,28_07_2020-00:35:30,26.203,100.834929687,36.626,8,1595896530
9,1212.16,28_07_2020-00:35:31,27.435,100.833835937,36.578,9,1595896531
10,1212.16,28_07_2020-00:35:32,26.112,100.835039062,36.54,10,1595896532
11,1211.52,28_07_2020-00:35:33,26.052,100.834425781,36.608,11,1595896533
12,1212.16,28_07_2020-00:35:34,26.564,100.8344375,36.636,12,1595896534
13,1212.16,28_07_2020-00:35:35,25.985,100.833160156,36.467,13,1595896535
14,1211.52,28_07_2020-00:35:37,26.228,100.834386718,36.5,14,1595896537
15,1211.52,28_07_2020-00:35:38,25.799,100.836480468,36.578,15,1595896538
16,1211.52,28_07_2020-00:35:39,26.661,100.830847656,36.711,16,1595896539
17,1211.52,28_07_2020-00:35:40,27.182,100.8348125,36.674,17,1595896540
18,1211.52,28_07_2020-00:35:41,25.346,100.833546875,36.747,18,1595896541
19,1211.52,28_07_2020-00:35:42,25.622,100.831945312,36.724,19,1595896542
20,1211.52,28_07_2020-00:35:43,26.271,100.832382812,36.721,20,1595896543
21,1211.52,28_07_2020-00:35:45,26.254,100.833167968,36.739,21,1595896545
22,1211.52,28_07_2020-00:35:46,25.511,100.833667968,36.842,22,1595896546
23,1211.52,28_07_2020-00:35:47,24.557,100.834089843,36.804,23,1595896547
24,1211.52,28_07_2020-00:35:48,25.538,100.831941406,36.857,24,1595896548
25,1211.52,28_07_2020-00:35:49,25.976,100.832671875,36.729,25,1595896549
26,1211.52,28_07_2020-00:35:50,26.612,100.833167968,36.656,26,1595896550
27,1211.52,28_07_2020-00:35:52,26.553,100.8334375,36.648,27,1595896552
28,1211.52,28_07_2020-00:35:53,25.407,100.833164062,36.585,28,1595896553
29,1210.88,28_07_2020-00:35:54,26.049,100.8329375,36.568,29,1595896554
30,1210.88,28_07_2020-00:35:55,26.6,100.834425781,36.595,30,1595896555
31,1210.88,28_07_2020-00:35:56,26.516,100.831382812,36.623,31,1595896556
32,1210.88,28_07_2020-00:35:57,26.274,100.832597656,36.525,32,1595896557
33,1210.88,28_07_2020-00:35:58,27.221,100.833210937,36.578,33,1595896558
34,1210.88,28_07_2020-00:36:00,26.768,100.834921875,36.555,34,1595896560
35,1210.88,28_07_2020-00:36:01,27.413,100.831929687,36.553,35,1595896561
36,1210.24,28_07_2020-00:36:02,26.072,100.831007812,36.565,36,1595896562
37,1210.88,28_07_2020-00:36:03,25.408,100.832097656,36.608,37,1595896563
38,1210.24,28_07_2020-00:36:04,25.88,100.832890625,36.59,38,1595896564
39,1210.88,28_07_2020-00:36:05,26.846,100.831933593,36.603,39,1595896565
40,1210.24,28_07_2020-00:36:07,25.105,100.832335937,36.661,40,1595896567
41,1210.24,28_07_2020-00:36:08,25.921,100.831445312,36.669,41,1595896568
42,1210.24,28_07_2020-00:36:09,25.486,100.832003906,36.515,42,1595896569
43,1210.24,28_07_2020-00:36:10,26.818,100.832496093,36.522,43,1595896570
