,ambient_light,current_datetime,humidity,pressure,temperature,time_index,timestamp
0,197.28,15_07_2020-02:04:03,28.485,100.910160156,33.114,0,1594778643
1,197.6,15_07_2020-02:04:04,28.501,100.910167968,34.365,1,1594778644
2,195.68,15_07_2020-02:04:05,29.229,100.910683593,34.362,2,1594778645
3,196.48,15_07_2020-02:04:06,29.347,100.907292968,34.37,3,1594778646
4,196.16,15_07_2020-02:04:07,29.528,100.90934375,34.317,4,1594778647
5,196.8,15_07_2020-02:04:08,29.27,100.907921875,34.34,5,1594778648
6,196.8,15_07_2020-02:04:09,28.866,100.907632812,34.423,6,1594778649
7,196.8,15_07_2020-02:04:11,28.343,100.907878906,34.4,7,1594778651
8,196.8,15_07_2020-02:04:12,28.613,100.908625,34.408,8,1594778652
9,648.96,15_07_2020-02:04:13,28.593,100.908367187,34.375,9,1594778653
10,664.32,15_07_2020-02:04:14,26.812,100.907589843,34.382,10,1594778654
11,664.32,15_07_2020-02:04:15,29.56,100.908203125,34.395,11,1594778655
12,664.32,15_07_2020-02:04:16,28.875,100.908203125,34.428,12,1594778656
13,663.68,15_07_2020-02:04:18,29.447,100.909429687,34.45,13,1594778658
14,663.68,15_07_2020-02:04:19,29.483,100.9094375,34.433,14,1594778659
15,663.68,15_07_2020-02:04:20,30.201,100.906605468,34.43,15,1594778660
16,663.04,15_07_2020-02:04:21,29.016,100.908691406,34.488,16,1594778661
17,663.04,15_07_2020-02:04:22,29.417,100.907417968,34.516,17,1594778662
18,663.04,15_07_2020-02:04:23,28.71,100.906976562,34.453,18,1594778663
19,662.4,15_07_2020-02:04:24,28.7,100.907359375,34.46,19,1594778664
20,662.4,15_07_2020-02:04:26,28.881,100.908328125,34.498,20,1594778666
21,661.76,15_07_2020-02:04:27,28.541,100.907855468,34.471,21,1594778667
22,196.16,15_07_2020-02:04:28,29.995,100.907292968,34.458,22,1594778668
23,195.84,15_07_2020-02:04:29,28.95,100.908328125,34.4,23,1594778669
24,195.68,15_07_2020-02:04:30,28.152,100.91053125,34.362,24,1594778670
25,195.68,15_07_2020-02:04:31,28.657,100.906921875,34.4,25,1594778671
26,195.52,15_07_2020-02:04:33,28.857,100.908335937,34.398,26,1594778673
27,195.2,15_07_2020-02:04:34,28.688,100.908382812,34.375,27,1594778674
28,194.72,15_07_2020-02:04:35,29.489,100.909445312,34.398,28,1594778675
29,195.04,15_07_2020-02:04:36,29.182,100.911664062,34.4,29,1594778676
30,195.04,15_07_2020-02:04:37,28.137,100.91165625,34.377,30,1594778677
31,195.04,15_07_2020-02:04:38,30.244,100.910167968,34.36,31,1594778678
32,630.72,15_07_2020-02:04:39,30.038,100.910398437,34.292,32,1594778679
33,661.76,15_07_2020-02:04:41,29.359,100.908242187,34.314,33,1594778681
34,661.12,15_07_2020-02:04:42,28.854,100.908070312,34.327,34,1594778682
35,661.12,15_07_2020-02:04:43,29.341,100.908453125,34.249,35,1594778683
36,661.12,15_07_2020-02:04:44,28.707,100.907535156,34.262,36,1594778684
37,661.12,15_07_2020-02:04:45,29.161,100.907707031,34.244,37,1594778685
38,660.48,15_07_2020-02:04:46,28.729,100.9078125,34.226,38,1594778686
39,660.48,15_07_2020-02:04:48,29.649,100.908929687,34.289,39,1594778688
40,660.48,15_07_2020-02:04:49,29.626,100.90665625,34.221,40,1594778689
41,608.0,15_07_2020-02:04:50,30.384,100.907390625,34.234,41,1594778690
42,194.4,15_07_2020-02:04:51,29.199,100.906046875,34.231,42,1594778691
43,194.24,15_07_2020-02:04:52,28.871,100.907417968,34.234,43,1594778692
44,194.24,15_07_2020-02:04:53,28.967,100.906175781,34.307,44,1594778693
45,194.08,15_07_2020-02:04:54,29.298,100.907894531,34.224,45,1594778694
46,194.08,15_07_2020-02:04:56,28.594,100.907886718,34.292,46,1594778696
47,194.08,15_07_2020-02:04:57,28.163,100.908550781,34.299,47,1594778697
48,193.92,15_07_2020-02:04:58,29.367,100.909664062,34.216,48,1594778698
49,193.76,15_07_2020-02:04:59,29.67,100.906152343,34.224,49,1594778699
50,193.76,15_07_2020-02:05:00,29.327,100.90796875,34.257,50,1594778700
51,290.88,15_07_2020-02:05:01,29.307,100.90840625,34.325,51,1594778701
52,655.36,15_07_2020-02:05:02,29.626,100.90725,34.307,52,1594778702
53,660.48,15_07_2020-02:05:04,29.505,100.906207031,34.284,53,1594778704
54,660.48,15_07_2020-02:05:05,28.46,100.906589843,34.292,54,1594778705
55,659.84,15_07_2020-02:05:06,29.365,100.908265625,34.33,55,1594778706
56,659.2,15_07_2020-02:05:07,29.141,100.908652343,34.387,56,1594778707
57,659.2,15_07_2020-02:05:08,29.542,100.907058593,34.34,57,1594778708
58,659.2,15_07_2020-02:05:09,29.849,100.909976562,34.352,58,1594778709
59,659.2,15_07_2020-02:05:11,29.365,100.90921875,34.39,59,1594778711
60,659.2,15_07_2020-02:05:12,29.937,100.909117187,34.393,60,1594778712
61,658.56,15_07_2020-02:05:13,28.706,100.909785156,34.415,61,1594778713
62,193.6,15_07_2020-02:05:14,28.57,100.908082031,34.428,62,1594778714
63,192.96,15_07_2020-02:05:15,28.91,100.908472656,34.471,63,1594778715
64,192.8,15_07_2020-02:05:16,28.903,100.9084375,34.493,64,1594778716
65,192.8,15_07_2020-02:05:17,28.343,100.9073125,34.486,65,1594778717
66,192.8,15_07_2020-02:05:19,28.958,100.906382812,34.498,66,1594778719
67,192.8,15_07_2020-02:05:20,29.173,100.906707031,34.561,67,1594778720
68,192.64,15_07_2020-02:05:21,26.602,100.906679687,34.513,68,1594778721
69,192.64,15_07_2020-02:05:22,27.857,100.906621093,34.576,69,1594778722
70,192.48,15_07_2020-02:05:23,28.903,100.903941406,34.619,70,1594778723
71,218.4,15_07_2020-02:05:24,29.209,100.904394531,34.576,71,1594778724
72,648.64,15_07_2020-02:05:26,27.517,100.909355468,34.569,72,1594778726
73,658.56,15_07_2020-02:05:27,29.368,100.9070625,34.581,73,1594778727
74,658.56,15_07_2020-02:05:28,27.935,100.904425781,34.518,74,1594778728
75,658.24,15_07_2020-02:05:29,28.999,100.905207031,34.521,75,1594778729
76,657.92,15_07_2020-02:05:30,28.585,100.905671875,34.539,76,1594778730
77,657.92,15_07_2020-02:05:31,28.337,100.906914062,34.536,77,1594778731
78,657.28,15_07_2020-02:05:32,28.411,100.906546875,34.584,78,1594778732
79,657.28,15_07_2020-02:05:34,27.769,100.904691406,34.672,79,1594778734
80,656.96,15_07_2020-02:05:35,27.456,100.905582031,34.624,80,1594778735
81,656.64,15_07_2020-02:05:36,28.486,100.906636718,34.687,81,1594778736
82,654.08,15_07_2020-02:05:37,28.594,100.906613281,34.659,82,1594778737
83,191.84,15_07_2020-02:05:38,28.633,100.908257812,34.677,83,1594778738
84,191.68,15_07_2020-02:05:39,28.634,100.908703125,34.71,84,1594778739
85,191.52,15_07_2020-02:05:40,27.973,100.909976562,34.642,85,1594778740
86,191.52,15_07_2020-02:05:42,27.767,100.909222656,34.695,86,1594778742
87,191.36,15_07_2020-02:05:43,28.52,100.907011718,34.702,87,1594778743
88,191.36,15_07_2020-02:05:44,27.78,100.907566406,34.669,88,1594778744
89,191.2,15_07_2020-02:05:45,29.237,100.906859375,34.748,89,1594778745
90,191.2,15_07_2020-02:05:46,29.043,100.907984375,34.81,90,1594778746
91,191.2,15_07_2020-02:05:47,28.611,100.907554687,34.753,91,1594778747
92,566.08,15_07_2020-02:05:49,27.78,100.908492187,34.841,92,1594778749
93,656.64,15_07_2020-02:05:50,27.891,100.907667968,34.798,93,1594778750
94,656.64,15_07_2020-02:05:51,29.611,100.907191406,34.815,94,1594778751
95,656.64,15_07_2020-02:05:52,28.26,100.908902343,34.863,95,1594778752
96,656.64,15_07_2020-02:05:53,27.722,100.905304687,34.836,96,1594778753
97,656.0,15_07_2020-02:05:54,27.525,100.905917968,34.828,97,1594778754
98,656.0,15_07_2020-02:05:55,29.33,100.903792968,34.876,98,1594778755
99,656.0,15_07_2020-02:05:57,28.071,100.904957031,34.883,99,1594778757
