,ambient_light,current_datetime,humidity,pressure,temperature,time_index,timestamp
0,1209.6,28_07_2020-00:27:33,27.87,100.840195312,36.857,0,1595896053
1,1212.16,28_07_2020-00:27:34,26.824,100.836488281,36.744,1,1595896054
2,1211.52,28_07_2020-00:27:35,27.4,100.838597656,36.807,2,1595896055
3,1211.52,28_07_2020-00:27:37,27.49,100.838707031,36.764,3,1595896057
4,1211.52,28_07_2020-00:27:38,27.458,100.837535156,36.787,4,1595896058
5,1212.16,28_07_2020-00:27:39,27.368,100.8384375,36.729,5,1595896059
6,1212.16,28_07_2020-00:27:40,26.774,100.838761718,36.757,6,1595896060
7,1212.16,28_07_2020-00:27:41,27.752,100.839640625,36.679,7,1595896061
8,1212.16,28_07_2020-00:27:42,26.829,100.838710937,36.701,8,1595896062
9,1212.16,28_07_2020-00:27:43,26.858,100.838875,36.704,9,1595896063
10,1212.16,28_07_2020-00:27:45,27.464,100.838652343,36.656,10,1595896065
11,1212.16,28_07_2020-00:27:46,27.301,100.839257812,36.749,11,1595896066
12,1212.16,28_07_2020-00:27:47,28.108,100.839707031,36.731,12,1595896067
13,1212.8,28_07_2020-00:27:48,27.349,100.840804687,36.653,13,1595896068
14,1212.8,28_07_2020-00:27:49,28.343,100.841632812,36.676,14,1595896069
15,1213.44,28_07_2020-00:27:50,28.179,100.842238281,36.699,15,1595896070
16,1213.44,28_07_2020-00:27:52,27.32,100.839867187,36.676,16,1595896072
17,1213.44,28_07_2020-00:27:53,27.496,100.837257812,36.689,17,1595896073
18,1212.8,28_07_2020-00:27:54,27.595,100.838320312,36.641,18,1595896074
19,1213.44,28_07_2020-00:27:55,29.357,100.838765625,36.669,19,1595896075
20,1212.8,28_07_2020-00:27:56,27.171,100.839046875,36.626,20,1595896076
21,1212.8,28_07_2020-00:27:57,27.603,100.837164062,36.618,21,1595896077
22,1213.44,28_07_2020-00:27:58,26.28,100.83578125,36.636,22,1595896078
23,1213.44,28_07_2020-00:28:00,26.693,100.836984375,36.568,23,1595896080
24,1212.8,28_07_2020-00:28:01,28.172,100.8379375,36.595,24,1595896081
25,1212.8,28_07_2020-00:28:02,27.081,100.834671875,36.694,25,1595896082
26,1212.8,28_07_2020-00:28:03,27.607,100.838386718,36.611,26,1595896083
27,1213.44,28_07_2020-00:28:04,28.067,100.83915625,36.638,27,1595896084
28,1211.52,28_07_2020-00:28:05,26.57,100.840300781,36.701,28,1595896085
29,1212.16,28_07_2020-00:28:07,29.193,100.839535156,36.684,29,1595896087
30,1212.16,28_07_2020-00:28:08,27.128,100.83859375,36.691,30,1595896088
31,1212.16,28_07_2020-00:28:09,28.06,100.838046875,36.689,31,1595896089
32,1212.16,28_07_2020-00:28:10,27.006,100.836710937,36.656,32,1595896090
33,1212.16,28_07_2020-00:28:11,26.574,100.837050781,36.684,33,1595896091
34,1212.8,28_07_2020-00:28:12,28.73,100.838054687,36.661,34,1595896092
35,1212.8,28_07_2020-00:28:13,27.96,100.836328125,36.694,35,1595896093
36,1212.8,28_07_2020-00:28:15,27.732,100.837652343,36.666,36,1595896095
37,1212.8,28_07_2020-00:28:16,27.587,100.838941406,36.679,37,1595896096
38,1212.8,28_07_2020-00:28:17,27.723,100.836777343,36.686,38,1595896097
39,1212.8,28_07_2020-00:28:18,27.221,100.839480468,36.583,39,1595896098
40,1212.8,28_07_2020-00:28:19,27.363,100.837558593,36.631,40,1595896099
41,1212.8,28_07_2020-00:28:20,27.31,100.836324218,36.563,41,1595896100
42,1212.8,28_07_2020-00:28:21,27.61,100.836710937,36.585,42,1595896101
43,1212.8,28_07_2020-00:28:23,27.432,100.836441406,36.588,43,1595896103
44,1212.8,28_07_2020-00:28:24,28.361,100.837441406,36.595,44,1595896104
45,1212.8,28_07_2020-00:28:25,27.178,100.835394531,36.563,45,1595896105
46,1212.8,28_07_2020-00:28:26,26.594,100.837160156,36.636,46,1595896106
47,1212.8,28_07_2020-00:28:27,27.111,100.836441406,36.598,47,1595896107
48,1212.8,28_07_2020-00:28:28,26.42,100.837882812,36.606,48,1595896108
49,1212.8,28_07_2020-00:28:30,26.504,100.839480468,36.648,49,1595896110
