,ambient_light,current_datetime,humidity,pressure,temperature,time_index,timestamp
0,551.36,24_07_2020-00:01:12,48.843,100.864109375,26.447,0,1595548872
1,553.92,24_07_2020-00:01:13,48.274,100.867480468,26.384,1,1595548873
2,554.24,24_07_2020-00:01:14,48.263,100.866390625,26.421,2,1595548874
3,554.56,24_07_2020-00:01:15,49.174,100.866015625,26.399,3,1595548875
4,554.88,24_07_2020-00:01:16,49.438,100.862710937,26.376,4,1595548876
5,554.88,24_07_2020-00:01:18,48.902,100.864277343,26.5,5,1595548878
6,551.68,24_07_2020-00:01:19,50.274,100.866921875,26.427,6,1595548879
7,552.0,24_07_2020-00:01:20,50.215,100.862589843,26.409,7,1595548880
8,556.16,24_07_2020-00:01:21,48.834,100.862304687,26.306,8,1595548881
9,557.76,24_07_2020-00:01:22,48.765,100.862394531,26.389,9,1595548882
10,556.48,24_07_2020-00:01:23,49.893,100.86121875,26.386,10,1595548883
11,556.8,24_07_2020-00:01:24,48.014,100.862886718,26.439,11,1595548884
12,555.84,24_07_2020-00:01:26,49.157,100.860542968,26.411,12,1595548886
13,556.16,24_07_2020-00:01:27,48.765,100.858597656,26.469,13,1595548887
14,555.2,24_07_2020-00:01:28,48.59,100.862382812,26.381,14,1595548888
15,525.44,24_07_2020-00:01:29,48.649,100.862277343,26.389,15,1595548889
16,471.04,24_07_2020-00:01:30,48.934,100.859875,26.336,16,1595548890
17,480.32,24_07_2020-00:01:31,47.892,100.860289062,26.419,17,1595548891
18,556.48,24_07_2020-00:01:33,49.002,100.859,26.421,18,1595548893
19,557.12,24_07_2020-00:01:34,49.378,100.8558125,26.409,19,1595548894
20,557.12,24_07_2020-00:01:35,48.303,100.858394531,26.391,20,1595548895
21,557.44,24_07_2020-00:01:36,48.966,100.859699218,26.394,21,1595548896
22,557.76,24_07_2020-00:01:37,48.614,100.861777343,26.356,22,1595548897
23,557.76,24_07_2020-00:01:38,48.094,100.859203125,26.333,23,1595548898
24,558.08,24_07_2020-00:01:39,47.845,100.860023437,26.427,24,1595548899
25,558.4,24_07_2020-00:01:41,49.604,100.858824218,26.404,25,1595548901
26,558.4,24_07_2020-00:01:42,49.2,100.858007812,26.517,26,1595548902
27,558.4,24_07_2020-00:01:43,48.802,100.860441406,26.394,27,1595548903
28,558.4,24_07_2020-00:01:44,48.568,100.860800781,26.28,28,1595548904
29,558.72,24_07_2020-00:01:45,49.385,100.860199218,26.364,29,1595548905
30,559.04,24_07_2020-00:01:46,48.736,100.860902343,26.356,30,1595548906
31,559.04,24_07_2020-00:01:48,49.116,100.861179687,26.439,31,1595548908
32,559.36,24_07_2020-00:01:49,49.7,100.85959375,26.326,32,1595548909
33,558.08,24_07_2020-00:01:50,48.588,100.859871093,26.374,33,1595548910
34,559.68,24_07_2020-00:01:51,48.089,100.860011718,26.341,34,1595548911
35,559.68,24_07_2020-00:01:52,47.196,100.861765625,26.283,35,1595548912
36,559.68,24_07_2020-00:01:53,49.633,100.859859375,26.381,36,1595548913
37,556.8,24_07_2020-00:01:54,48.576,100.857527343,26.429,37,1595548914
38,556.16,24_07_2020-00:01:56,47.967,100.858539062,26.376,38,1595548916
39,556.16,24_07_2020-00:01:57,48.893,100.861039062,26.424,39,1595548917
40,556.16,24_07_2020-00:01:58,48.181,100.862625,26.452,40,1595548918
41,556.16,24_07_2020-00:01:59,49.043,100.860898437,26.434,41,1595548919
42,556.16,24_07_2020-00:02:00,48.69,100.863101562,26.296,42,1595548920
43,556.48,24_07_2020-00:02:01,48.96,100.860523437,26.409,43,1595548921
44,556.8,24_07_2020-00:02:03,48.922,100.861117187,26.311,44,1595548923
45,560.64,24_07_2020-00:02:04,47.483,100.862132812,26.479,45,1595548924
