,ambient_light,current_datetime,humidity,pressure,temperature,time_index,timestamp
0,2.22,28_07_2020-00:00:11,61.308,100.834171875,36.53,0,1595894411
1,7.47,28_07_2020-00:00:12,68.771,100.835277343,35.777,1,1595894412
2,7.41,28_07_2020-00:00:13,73.905,100.837054687,35.85,2,1595894413
3,7.45,28_07_2020-00:00:14,76.977,100.837066406,35.873,3,1595894414
4,8.0,28_07_2020-00:00:15,79.173,100.838109375,35.906,4,1595894415
5,8.29,28_07_2020-00:00:16,80.612,100.836738281,35.948,5,1595894416
6,9.42,28_07_2020-00:00:18,82.481,100.837234375,36.006,6,1595894418
7,8.05,28_07_2020-00:00:19,81.848,100.839015625,36.034,7,1595894419
8,8.37,28_07_2020-00:00:20,83.934,100.840132812,36.011,8,1595894420
9,7.9,28_07_2020-00:00:21,85.14,100.842511718,36.079,9,1595894421
10,8.17,28_07_2020-00:00:22,85.16,100.841042968,36.097,10,1595894422
11,8.21,28_07_2020-00:00:23,87.13,100.840273437,36.145,11,1595894423
12,7.95,28_07_2020-00:00:25,87.232,100.842160156,36.157,12,1595894425
13,8.18,28_07_2020-00:00:26,86.535,100.843382812,36.14,13,1595894426
14,8.15,28_07_2020-00:00:27,88.191,100.844109375,36.147,14,1595894427
15,8.13,28_07_2020-00:00:28,87.332,100.846277343,36.18,15,1595894428
16,7.98,28_07_2020-00:00:29,87.232,100.845621093,36.193,16,1595894429
17,8.32,28_07_2020-00:00:30,88.473,100.84553125,36.175,17,1595894430
18,8.25,28_07_2020-00:00:31,86.79,100.846410156,36.243,18,1595894431
19,8.37,28_07_2020-00:00:33,88.607,100.845976562,36.301,19,1595894433
20,8.27,28_07_2020-00:00:34,88.233,100.845734375,36.283,20,1595894434
21,1001.6,28_07_2020-00:00:36,87.005,100.83959375,36.296,21,1595894436
22,1002.24,28_07_2020-00:00:37,57.594,100.838214843,36.334,22,1595894437
23,1002.88,28_07_2020-00:00:38,45.263,100.834886718,36.23,23,1595894438
24,1002.88,28_07_2020-00:00:39,40.507,100.834070312,36.258,24,1595894439
25,1002.88,28_07_2020-00:00:41,35.147,100.834832031,36.21,25,1595894441
26,1001.6,28_07_2020-00:00:42,33.821,100.83471875,36.183,26,1595894442
27,814.72,28_07_2020-00:00:43,32.095,100.835101562,36.2,27,1595894443
28,976.64,28_07_2020-00:00:44,31.904,100.835480468,36.253,28,1595894444
29,1004.16,28_07_2020-00:00:45,30.493,100.832394531,36.24,29,1595894445
30,1004.8,28_07_2020-00:00:46,30.757,100.83328125,36.162,30,1595894446
31,1004.16,28_07_2020-00:00:47,28.649,100.831402343,36.246,31,1595894447
32,1004.8,28_07_2020-00:00:49,28.813,100.832234375,36.223,32,1595894449
33,1004.8,28_07_2020-00:00:50,29.818,100.833074218,36.21,33,1595894450
34,1005.44,28_07_2020-00:00:51,28.013,100.832578125,36.137,34,1595894451
35,1005.44,28_07_2020-00:00:52,28.598,100.831257812,36.21,35,1595894452
36,1006.72,28_07_2020-00:00:53,29.164,100.831738281,36.193,36,1595894453
37,1007.36,28_07_2020-00:00:54,29.019,100.831195312,36.19,37,1595894454
38,977.92,28_07_2020-00:00:55,27.934,100.830308593,36.228,38,1595894455
39,1000.96,28_07_2020-00:00:57,28.619,100.831296875,36.21,39,1595894457
40,1002.24,28_07_2020-00:00:58,27.729,100.830863281,36.228,40,1595894458
41,597.12,28_07_2020-00:00:59,27.938,100.832128906,36.13,41,1595894459
42,7.57,28_07_2020-00:01:00,28.218,100.836847656,36.152,42,1595894460
43,7.38,28_07_2020-00:01:01,43.875,100.835378906,36.069,43,1595894461
44,7.46,28_07_2020-00:01:02,56.922,100.838191406,36.173,44,1595894462
45,7.51,28_07_2020-00:01:04,65.002,100.838972656,36.155,45,1595894464
46,7.01,28_07_2020-00:01:05,69.999,100.840917968,36.193,46,1595894465
47,7.18,28_07_2020-00:01:06,72.329,100.841851562,36.205,47,1595894466
48,7.24,28_07_2020-00:01:07,75.788,100.844,36.193,48,1595894467
49,6.92,28_07_2020-00:01:08,78.018,100.84278125,36.21,49,1595894468
50,7.39,28_07_2020-00:01:09,78.071,100.84240625,36.218,50,1595894469
51,7.16,28_07_2020-00:01:10,79.312,100.843898437,36.22,51,1595894470
52,7.25,28_07_2020-00:01:12,80.088,100.844242187,36.298,52,1595894472
53,7.32,28_07_2020-00:01:13,80.062,100.844304687,36.341,53,1595894473
54,7.04,28_07_2020-00:01:14,78.987,100.843855468,36.334,54,1595894474
55,7.12,28_07_2020-00:01:15,81.369,100.844460937,36.336,55,1595894475
56,6.98,28_07_2020-00:01:16,80.934,100.844414062,36.354,56,1595894476
57,7.55,28_07_2020-00:01:17,81.036,100.844535156,36.366,57,1595894477
58,7.38,28_07_2020-00:01:19,81.303,100.842371093,36.364,58,1595894479
59,7.26,28_07_2020-00:01:20,81.524,100.843246093,36.507,59,1595894480
60,7.34,28_07_2020-00:01:21,81.544,100.840496093,36.444,60,1595894481
61,22.94,28_07_2020-00:01:22,81.631,100.839441406,36.422,61,1595894482
62,1010.56,28_07_2020-00:01:23,75.248,100.836972656,36.49,62,1595894483
63,1011.2,28_07_2020-00:01:24,56.143,100.836492187,36.376,63,1595894484
