,ambient_light,current_datetime,humidity,pressure,temperature,time_index,timestamp
0,1.21,24_07_2020-01:36:53,85.462,100.820195312,33.015,0,1595554613
1,6.7,24_07_2020-01:36:54,85.812,100.820882812,33.154,1,1595554614
2,7.12,24_07_2020-01:36:55,85.792,100.823335937,33.207,2,1595554615
3,6.73,24_07_2020-01:36:57,86.193,100.82225,33.194,3,1595554617
4,6.82,24_07_2020-01:36:58,85.908,100.820210937,33.272,4,1595554618
5,7.14,24_07_2020-01:36:59,87.384,100.822664062,33.36,5,1595554619
6,6.63,24_07_2020-01:37:00,87.095,100.820148437,33.333,6,1595554620
7,7.1,24_07_2020-01:37:01,87.289,100.816207031,33.345,7,1595554621
8,7.05,24_07_2020-01:37:02,87.016,100.817699218,33.479,8,1595554622
9,7.31,24_07_2020-01:37:04,86.846,100.8180625,33.481,9,1595554624
10,6.68,24_07_2020-01:37:05,87.907,100.818457031,33.469,10,1595554625
11,7.27,24_07_2020-01:37:06,87.075,100.821230468,33.602,11,1595554626
12,6.84,24_07_2020-01:37:07,86.653,100.823601562,33.584,12,1595554627
13,7.04,24_07_2020-01:37:08,86.267,100.823042968,33.612,13,1595554628
14,6.86,24_07_2020-01:37:09,86.363,100.823675781,33.665,14,1595554629
15,7.42,24_07_2020-01:37:10,87.072,100.822582031,33.672,15,1595554630
16,6.89,24_07_2020-01:37:12,86.57,100.82121875,33.705,16,1595554632
17,7.25,24_07_2020-01:37:13,86.999,100.821777343,33.713,17,1595554633
18,7.05,24_07_2020-01:37:14,86.65,100.82090625,33.806,18,1595554634
19,7.29,24_07_2020-01:37:15,87.329,100.822609375,33.869,19,1595554635
20,6.91,24_07_2020-01:37:16,87.855,100.823734375,33.886,20,1595554636
21,18.39,24_07_2020-01:37:17,86.456,100.821289062,33.934,21,1595554637
22,358.4,24_07_2020-01:37:19,80.076,100.815191406,33.881,22,1595554639
23,358.4,24_07_2020-01:37:20,60.94,100.813324218,33.798,23,1595554640
24,357.44,24_07_2020-01:37:21,48.588,100.813070312,33.776,24,1595554641
25,356.48,24_07_2020-01:37:22,41.815,100.811898437,33.733,25,1595554642
26,356.16,24_07_2020-01:37:23,39.14,100.812085937,33.69,26,1595554643
27,356.16,24_07_2020-01:37:24,35.36,100.810492187,33.667,27,1595554644
